name,yelping_since,average_stars,user_id,review_count
Ash,2009-09-29,3.75,-xDW3gYiYaoeVASXywTPgw,264
Joanne,2013-04-05,3.75,cCpiu1GqdzxlvANKuiAp0Q,274
Nitin,2014-12-29,4.41,bLExVDNKxXMjjZcx3YG36Q,127
Erin,2011-02-21,4.07,2nE0zU6y_F7gkwHi3yL6cQ,596
Darren,2009-02-06,3.96,rCWrxuRC8_pfagpchtHp6A,1450
Andi,2009-09-27,3.85,yL4whR1Qb63FptG9IVRdVQ,323
John,2008-05-01,4.02,-Ox7QPz0G56GOzT0ex-f5Q,153
Itanni,2011-08-13,3.49,eRDWzHCldd6YXypRECvHYg,389
Jennifer,2012-07-23,3.89,c2MQ_LPuvtiiKFR_-OY9pg,339
Raven-Joie,2011-06-07,3.69,OoyQYSeYNyRVOmdO3tsxYA,293
Paul,2011-01-09,3.52,Q7IoE5m2heQKThuVq3SYFA,627
Tommy,2010-09-30,3.87,aWXGwath_dSGPwNdFiy9BQ,300
Jim,2007-07-07,3.62,QuZbJquRtbY9O9JrB9NpxQ,1660
Abby,2015-09-09,3.66,xDl9ZF3SckkZde_48W6WeA,920
Hania,2013-09-28,3.93,vW1kHIcXk8ZWIlkXj9qKIg,215
Candy,2014-07-09,3.5,80qYPp6Fk_jmO3334DKGGg,197
Rob,2012-01-30,3.74,aOAqs5leMNiPSbszvE-_Cw,479
Niki,2010-03-12,3.38,T1XUUXIEU5uj3NmdWAdIlA,181
Soleil,2012-05-09,3.49,PGeiszoVusiv0wTHVdWklA,931
Blair,2007-05-08,3.82,kmE8w5Y785eZmodsx0V6Ag,772
Craig,2010-05-17,3.62,SBnmBbp_2em6cdA7z0-duQ,333
Ian,2011-10-31,3.96,r2R9t9_0Je8wP-wh4-xM3w,201
John,2009-02-23,4.0,sL9dYZyNLpzLD3cfTWwyOQ,236
Bill,2009-09-24,3.64,vBSzgSvcawxtaDuIdi9hCA,310
Misti,2010-01-08,3.95,qewG3X2O4X6JKskxyyqFwQ,907
Fred,2008-05-27,3.41,sjWvk3DZapZ-9ULAFtDmYw,425
Teresa,2008-07-27,3.76,57tf_RmT5o3BiFj2gpV-Jg,367
Christine,2011-10-25,3.96,D2ljL5ejuqpa4f8fnZ1qjw,308
Michael,2008-01-31,3.87,U4INQZOPSUaj8hMjLlZ3KA,4182
Cassandra,2014-05-07,3.78,U-nR7ND8CDN2x8ia73CH2Q,501
Tu Anh,2011-05-23,3.73,f0TN5yZ7JBMKIzr3hSuwFQ,281
Meleah,2014-06-30,3.62,QGKOTCbS-gpAMWPADGmf0w,219
Carol,2010-08-26,4.16,FIk4lQQu1eTe2EpzQ4xhBA,861
Kenneth,2010-04-22,4.0,jL41h4Ez98PZfqiKzbbY1w,287
C J,2011-01-07,3.69,cKpBRurDHfW3z-YwZbKWlw,189
Jessica,2009-09-26,3.83,XLNaiWF21OsAf0fMV6kuSg,350
Anthony,2010-07-18,3.84,v3YOx9T4jRSw8XP9Rd9H4g,155
Lauren,2010-07-30,4.01,_9WKSGfBn193Wl3vd7kt1A,280
Doriee,2011-02-02,3.76,oqTZC9WriodTCby6jl0LfQ,380
David,2011-01-26,3.89,N3oNEwh0qgPqPP3Em6wJXw,1052
Day-Trader,2008-10-04,3.6,ewtoMdU18BDfoEnRsQ8QiA,333
Rodney,2009-04-12,3.78,nOr3_aq60yivqgcso_iDMw,723
Kristine,2012-01-18,4.08,CZs1Eq7t1fqpXV1yox-CVg,265
Thomas,2007-05-03,3.66,UmXzwFM2OkZHWJ5cJZlqkg,538
Latoya,2012-03-05,3.81,_pMzR6yoPbU98t-NH8TZ3w,240
Mark,2012-11-28,3.95,bnKo6L4MgcUbLZH7fmnkrA,475
Brett,2007-08-03,3.84,rMsB82tk9uOB6JumPMgczg,433
Merichelle,2010-09-02,4.15,4ECIXWllFTxtJaj1cKOZWw,220
Cathy,2012-07-31,3.87,tH0uKD-vNwMoEc3Xk3Cbdg,1178
Danielle,2009-06-29,3.56,8QKrhvVqhEkD8xo4E4s0GQ,879
Chris,2009-12-27,3.76,rHgT6lBbZ2PaHt0UWfTMtw,585
Lynn,2009-12-16,3.58,HyXK2GNR9i4SWpLQGOqQYQ,1075
Violeta,2008-08-03,3.83,W9MPolPlUiUEXYfGnYiHEQ,372
Jesse,2009-09-08,3.7,ocB1WhramMTkICc5sZ1bUQ,366
Michelle,2009-09-13,3.64,-8rSnT5ztVk6vmTDkxTqsQ,323
Maria,2011-02-06,3.6,_oCiEDUZqu91P0Tzdl_wMA,310
Juan,2012-08-16,4.24,PcvbBOCOcs6_suRDH7TSTg,1317
Tom,2009-06-06,3.73,33v8c5ftrKuDGTw1ZQ2toQ,499
Jane,2011-05-27,3.99,zsJLk34mTDMyuVS_EaBLxw,216
Sabrina,2011-12-06,4.38,sGO-stZSJKX39qzKfUraYw,219
Glenn,2008-12-16,3.43,-RhRXVW9z9fs5zzxhFfnHg,416
Jill,2009-03-11,3.69,erJ1HQwavgZx4996SMIxrA,381
Arthur,2013-11-12,3.85,Jbd1x8jj3EgOkQMZ3RImKw,467
Donna,2014-03-17,4.14,EIj7osC_bYTkv4eyHHuvNQ,410
Sonia,2011-02-21,3.96,buv4fFmsJhDfFWvOgUWxtw,164
F,2009-08-22,3.04,zzPvEodjvLPe-5NvV0U_cg,300
Rachael,2009-10-19,3.95,PrwnAL82LL4Ewt_wJpHWCA,570
April,2010-12-13,3.65,DoRCeCcJbrsM2BiAKj3trA,841
Mike,2010-12-12,3.75,Tr7YMpWd1XZdXdm35CatqA,227
Arizona,2010-11-23,2.72,m35ODBrr76JYr20nxoMg_w,520
Elaine,2012-11-02,3.54,JoT5g6CXb8CBQ_QLmKnIRA,213
Andy,2014-05-14,4.05,aK_IdNCJUdk2haKC3GuM_Q,134
Michael,2009-06-18,3.5,0KeT9NKimYkHN0wlrij-dg,711
A,2007-07-06,3.93,YfvMjY-G6y86Ov2tS5Txww,417
Bonnie,2009-09-15,3.61,rNjgVKaBh1PlUA6dYB6EUw,610
Christian,2010-08-14,3.51,EGJXgD6YPieaUCQxfOdXbg,386
Mirit,2013-07-17,3.32,leY7FqJ3NKPzpM5awAQ2-Q,226
Tim,2012-02-03,3.59,yGXKMV1omio1I_3qNLdtAA,410
Jessica,2010-12-02,3.99,LWinqJdSeptUcP2jPvryhw,383
Tim,2006-12-20,3.8,6jz_Yr6_AP2WWLbj9gGDpA,1164
Jennifer,2009-11-09,3.31,CxDOIDnH8gp9KXzpBHJYXw,6082
Theresa,2011-11-02,3.89,Tdv7HZa4Hyjm-X0MtNmeag,398
Judy,2013-04-12,4.21,ehzvSXsijzgxsYHvXeaS-Q,607
David,2016-03-31,3.44,BlSbxxb1vyfFoLGjfHh5dg,211
Vivek,2009-03-23,3.74,BGzavA_ddMr-jGmhArv7fg,700
Eric,2011-05-14,3.63,wnO99pBbGqwqOoTQM25iCw,428
Serianna,2009-04-01,3.48,k6vOe0_qglL2PZlBldoKeQ,236
Donald,2008-09-24,3.75,SrF972IxsELYQ3eaWB5X4A,448
Justin,2014-01-01,4.21,w9WmBotuUdQlmuLa3XUkFQ,213
Amy,2007-11-25,3.87,tJ1qdNdG0tZywbgH9uw9qw,357
Katie,2015-06-12,3.8,OQBMu7x0V4Oz3iFv3x0i5Q,492
P,2008-10-20,4.05,dt9IHwfuZs9D9LOH7gjNew,1214
Giannabrie,2011-04-18,3.56,TB9ibgXVrq1B7-fajbsu8g,380
Karla,2014-07-22,3.83,6Ki3bAL0wx9ymbdJqbSWMA,976
Rachel,2009-02-05,3.14,OLn8EvPsu4hNug8V5PF2jA,963
Brian,2014-07-23,3.74,0hZfE2He1YssM_wEvKhfcA,296
James,2011-12-29,4.06,WM7MFrRP-7YFuGBAJ6quRQ,284
Rachel,2010-08-15,3.71,VigsAph76fP7pechJ743EA,633
Philip,2007-06-09,3.94,8DEyKVyplnOcSKx39vatbg,819
Tina,2009-11-08,3.89,Y_2jMUKz6pvJ0JSWG3u10A,636
Ben,2009-05-25,4.17,RylA6VZUTRuMGBu4nHKbCw,942
Tricia,2007-09-11,3.66,PomQayG1WhMxeSl1zohAUA,391
Kate,2012-02-26,3.56,qUL3CdRRF1vedNvaq06rIA,599
Katelyn,2014-09-21,3.76,y05H_1uQhO4frLTJ5_tGCQ,416
Kat,2009-02-09,3.77,JnPIjvC0cmooNDfsa9BmXg,994
Chris,2007-07-25,3.55,cAY_gYiIq68RkWhLennaKw,412
Cyn,2009-10-04,3.93,vnWKs2dgqDuR_yNI5qJG5g,288
Julie,2009-11-10,4.05,7weuSPSSqYLUFga6IYP4pg,251
Teri,2011-01-31,3.58,rKkpHJkJ27xOwnhy_bMkvA,856
Victoria,2011-11-03,4.25,wqcO86hX2t2X9MsDIsIwnQ,390
Rachel,2011-01-05,3.88,4wp4XI9AxKNqJima-xahlg,1149
Hashani,2013-07-16,3.64,C5QsUsQg5I3dMdLM02SXGA,523
Terri,2010-07-30,4.3,7Oe6ikklTjVBbEFw9emLcA,852
Nadia,2006-09-18,4.1,0UI9KTPdtkwl9lMdMT-Sgg,381
Irene,2011-11-12,4.23,EJ7ZhRHsMWj8du77LX34gw,354
Chrislynn,2015-07-09,3.72,MC0aQHT7mQ1WJknOD6u8pg,310
Arlene,2013-02-28,3.7,fmzIm7RxEdii5Jz44PtO7g,907
TJ,2008-12-17,3.5,5UYjT5YDKSuApFax2t2eqg,243
Allison,2007-07-19,3.3,6w6pXL1N1q9RkmG6b4Su6g,316
Shirley,2014-09-06,3.73,QlRsVCCytArycuuKSyUBLg,385
Jason,2008-12-27,3.58,L15JCA18Ib_vMUVJILxiSw,237
Dolores,2009-06-08,3.71,gH3JDpHQfVcMEGaAaCJPjA,569
Camille,2008-11-25,3.84,lKPUyA6DveoWk-3zFrHA9w,408
David,2011-05-01,3.47,zWWcik1fRPZviBCQLC26FQ,572
Tigra,2014-06-28,3.81,rRrFcSEZOTw6iZagsIwTFQ,447
Donna,2008-06-05,4.05,r9tjKaqLvLKF7PvDnUsFnA,555
Rachel,2011-07-01,3.81,5aPp3PnDs50CfWMapd7yEg,637
Sheena,2014-07-20,3.92,Z09rco1enQXNCd9H0u7kvg,522
Susan,2013-04-08,3.76,GSvZ1ZJmVqQA9O2NVfO1TQ,332
Peggy,2010-12-29,3.76,M4yYtAXehUzaHB1ghl6EXg,407
Steve,2011-04-14,3.47,YE54kKTuqJJPNYWIKIpOEQ,820
Jennifer,2010-12-27,3.58,d_TBs6J3twMy9GChqUEXkg,1884
Chukki,2009-09-26,3.48,ffPY_bHX8vLebHu8LBEqfg,1021
Karen,2010-07-20,4.23,LRki_2GO-IGTh-3IBOBOMg,232
Peaches,2010-12-30,3.72,P0rGN5mDue55uIiAzkrRlw,158
Dennis,2011-05-30,4.09,s2o_JsABvrZVm_T03qrBUw,882
Joyce,2009-09-05,3.82,zFYs8gSUYDvXkb6O7YkRkw,701
Jewelyn,2009-04-25,4.06,0nOIH8qIMnmZdLCTemnRsw,851
J,2014-09-06,3.16,PFENoZUD77aioJGrnllIKA,374
Evelyn,2010-08-29,4.08,Q9mA60HnY87C1TW5kjAZ6Q,1215
Melissa,2011-08-17,3.65,Kp5KHBSmV-Htc9NeSjJfPA,603
Noor,2011-06-10,3.58,CEoMgtYwcskmU6VOeDAwVw,428
Denise,2013-02-10,4.0,M3YpU8fRyTZAQIn08bDT4g,247
Lea,2010-10-25,3.98,1dWLN4Mr4hKhu8MQUCKqXQ,459
Nikki,2011-04-09,3.5,deL6e_z9xqZTIODKqnvRXQ,502
Christina,2011-01-17,3.49,OvYN86BmZyP87SaTO7mHkQ,275
Ken,2010-05-02,4.09,KxGeqg5ccByhaZfQRI4Nnw,817
Toryanni,2011-06-08,4.37,e9V-hsaLlQIFvo5GnJIkbg,360
Lynn,2015-11-04,3.85,zH6racrZ7rUqqv_Qy6dZDQ,417
Cindy,2016-03-29,4.26,zlFj4sJmPwzS1WdEB0FnFQ,313
Alicia,2006-10-26,3.75,KeuwC8E1238SP6xyKpBM6w,504
Taylor,2011-06-14,3.89,4d13xAX2jp2EbGF8I9eZZw,284
Lauren,2014-03-15,3.99,8oNbx_xxll_oNUh-x-s16g,169
Asina,2010-12-01,3.41,an-ijVpGQxgiOBX9qTBOyQ,262
Albert,2009-03-29,3.26,Q4Qfu-3vYtL1LRm2X1b0Gg,1223
Ursula,2011-08-10,3.76,DHQWSHz6b7Jsy-A04m1cIA,335
Mia,2012-07-12,3.77,Q6Dcxo3_lNCzkqK7J3FL7A,578
Robert,2011-05-11,3.73,wXZS42D0L8hoCiSh2Krc_A,501
Kieran,2011-01-21,3.78,LwvPZ1bQt5-Zl1xxPberVQ,353
Taylor,2010-10-10,4.18,NhgU7RhuYYFmpkb1jlYJ6Q,326
Virgil,2011-02-21,3.86,Yg08tRMxm0eaL-rXyNIAHw,259
Christina,2017-03-18,3.88,byV70bKT87SHgN0uRtow6w,330
Chris,2008-07-05,3.97,pKn_H1nkgrwJS6TuHODsvQ,493
Tony,2008-02-11,3.84,RQlnSCjuqMnhR3Qk6j4KoA,587
Michele,2015-09-02,3.83,YvqFcX5s0cHhqAFrXvNOHw,214
Emily,2010-10-18,3.7,UYcmGbelzRa0Q6JqzLoguw,1657
Mary,2007-11-10,3.91,dEk7mXM4npuDPmxrwPcEgQ,644
Vijay,2008-12-08,4.0,8DX3pBJt96HqRxV8ACLdYA,567
Precilla,2011-03-29,3.89,Jt1zgNmwz_jheOSmEsljPQ,228
Steven,2014-06-01,3.61,86RJ2VAQoUypqdf7ZEpEXg,339
April,2012-08-27,3.6,j_j4DLfvNkhCRNWC0VBS9g,609
Kurdy,2009-04-06,4.05,8DGFWco9VeBAxjqsuh1aSw,336
Kathy,2010-05-25,4.32,LQG9wFTmscbAATp8QWj1hg,501
Dwayne,2011-09-11,3.93,SRK_sUnvRmMwfexoL_DLQA,676
Geselle,2013-06-24,3.78,wxQCLMnuVYbdtmQCc2ryZg,423
Jody,2009-10-12,3.76,WwW0bh9cXtyl4ruIKjlAqg,320
Jennifer,2012-08-27,3.68,6NYDXzkyYW3O2zYjzPRMsg,305
Bri,2009-03-03,3.64,XNSyl47aXuPsvC5zXm5uhw,483
Laura,2011-02-10,3.83,_jjbwHWLFA5GjWFWGLj4ZQ,453
Deb,2010-07-24,4.17,2-XLTj0Cfd81_XlmHo02Aw,851
J,2012-01-22,2.9,Lyj3OLJOGkqnjq2ZApa1lg,440
Raina,2008-04-06,3.7,FOoN3DJzDUnl4EAQaTJIGg,301
